detect,1,3868429302,175014
detect,1,3868645492,216013
detect,1,3868829565,184009
detect,3,4114475242,247004
detect,3,4114634357,159009
detect,3,4114903408,269010
detect,3,4115113468,210009
detect,3,4115390525,277009
detect,3,4115644587,254009
detect,3,4115819636,175008
detect,3,4115988680,169010
detect,3,4116238759,250010
detect,3,4116483816,245009
detect,3,4116745859,262009
detect,3,4116898920,153008
detect,3,4117154963,256009
detect,3,4117349004,194008
detect,3,4117546054,197009
detect,3,4117835111,289008
detect,3,4118002165,167009
detect,3,4118192202,190008
detect,3,4118373238,181008
detect,3,4118561278,188008
detect,3,4118854313,293009
detect,3,4119080382,226009
detect,3,4119253420,173008
detect,3,4119440463,187008
detect,3,4119671501,231008
detect,3,4119856543,185007
detect,3,4120073584,217008
detect,3,4120285653,212009
detect,3,4120476705,191009
detect,3,4120735749,259009
detect,3,4120958836,223010
detect,3,4121167923,209010
detect,3,4121328976,161009
detect,3,4121585024,256008
detect,3,4121873060,288009
detect,3,4122165160,292010
detect,3,4122433203,268008
detect,3,4122621319,188012
detect,3,4122824376,203010
detect,3,4123107453,283009
detect,3,4123297498,190009
detect,3,4123533616,236012
detect,3,4123750736,217013
detect,3,4124029859,279011
detect,3,4124222910,193009
detect,3,4124397957,175009
detect,3,4124696002,298009
detect,3,4124921049,225009
detect,3,4125127109,206009
detect,3,4125347166,220008
detect,3,4125604217,257009
detect,3,4125856258,252008
detect,3,4126041343,185011
detect,3,4126249410,208009
detect,3,4126450462,201008
detect,3,4126735504,285008
detect,3,4127018570,283009
detect,3,4127238615,220008
detect,3,4127486664,248008
detect,3,4127667703,181007
detect,3,4127857752,190008
detect,3,4128017818,160010
detect,3,4128172876,155009
detect,3,4128338914,166008
detect,3,4128506970,168008
detect,3,4128802014,295008
detect,3,4129090073,288009
detect,3,4129369114,279008
detect,3,4129546160,177008
detect,3,4129710202,164008
detect,3,4129870249,160008
detect,3,4130135293,265008
detect,3,4130335337,200008
detect,3,4130580378,245008
detect,3,4130816415,236008
detect,3,4131073465,257008
detect,3,4131360528,287008
detect,3,4131532597,172009
detect,3,4131794638,262009
detect,3,4132034686,240006
detect,3,4132302725,268007
detect,3,4132581767,279008
detect,3,4132861800,280006
detect,3,19127745693,162008
detect,3,19128024810,279011
detect,3,19128275897,251011
detect,3,19128459963,184010
detect,3,19128686016,226009
detect,3,19128960053,274008
detect,3,19129229124,269009
detect,3,19129451163,222008
detect,3,19129740212,289009
detect,3,19129912249,172008
detect,3,19130070296,158008
detect,3,19130367336,297008
detect,3,19130636370,269008
detect,3,19130893416,257009
detect,3,19131095471,202010
detect,3,19131262537,167009
detect,3,19131434581,172009
detect,3,19131628685,194010
detect,3,19131897728,269008
detect,3,19132065772,168009
detect,3,19132343874,278009
detect,3,19132547917,204006
detect,3,19132778965,231006
detect,3,19132986004,207008
detect,3,19133272077,286010
detect,3,19133484155,212011
detect,3,19133769211,285008
detect,3,19134005252,236008
detect,3,19134217304,212008
detect,3,19134379353,162009
detect,3,19134559398,180008
detect,3,19134731446,172008
detect,3,19134911481,180008
detect,3,19135140522,229008
detect,3,19135332581,192008
detect,3,19135598623,266008
detect,3,19135823671,225008
detect,3,19135980707,157007
detect,3,19136209754,229008
detect,3,19136461790,252007
detect,3,19136752837,291008
detect,3,19136932874,180008
detect,3,19137112920,180009
detect,3,19137293972,181009
detect,3,19137480011,186008
detect,3,19137673058,193008
detect,3,19137836096,163007
detect,3,19138002137,166008
detect,3,19138211184,209008
detect,3,19138408245,197010
detect,3,19138577314,169009
detect,3,19138803363,226009
detect,3,19138985398,182006
detect,3,19139268459,283009
detect,3,19139479498,211007
detect,3,19139678565,199009
detect,3,19139833604,155008
detect,3,19140069643,236006
detect,3,19140355695,286008
detect,3,19140641730,286006
detect,3,19140800771,159006
detect,3,19140991806,191008
detect,3,19141218851,227007
detect,3,19141416889,198007
detect,3,19141650975,234009
detect,3,19141875017,224009
detect,3,19142157076,282008
detect,3,19142322134,165009
detect,3,19142557168,235007
detect,3,19142755211,198007
detect,3,19142956244,201007
detect,3,19143236297,280009
detect,3,19143411366,175010
detect,3,19143593408,182008
detect,3,19143743480,150010
detect,3,19143935520,192008
detect,3,19144180570,245008
detect,3,19144455620,275009
detect,3,19144737669,282008
detect,3,19144940709,203008
detect,3,19145192758,252008
detect,3,19145469812,277009
detect,3,19145752860,283009
detect,3,19146045919,293009
detect,3,19146213972,168008
detect,3,19146461030,247009
detect,3,19146701082,240008
detect,3,19146943129,242008
detect,3,19147139189,196009
detect,3,19147422304,283011
detect,3,19147616363,194009
detect,3,19147853418,237009
detect,3,19148084462,231008
detect,3,19148248516,164008
detect,3,19148450577,202010
detect,3,19148692651,242010
detect,3,19148951732,259008
detect,3,19149190787,239007
detect,3,19149450843,260007
detect,3,19149640896,190007
detect,3,19149794934,154006
detect,3,19150015970,221007
detect,3,19150188023,172007
detect,3,19150376058,188008
detect,3,19150558092,182008
detect,3,19150821136,263008
detect,3,19151091187,270007
detect,3,19151278237,187008
detect,3,19151565279,287009
detect,3,19151747326,182009
detect,3,19151954362,207008
detect,3,19152170417,216009
detect,3,19152387460,217006
detect,3,19152599499,212006
detect,3,19152876541,277007
detect,3,19153132581,256007
detect,3,19153407644,275007
detect,3,19153634684,227008
detect,3,19153895737,261008
detect,3,19154130811,235010
detect,3,19154305864,175009
detect,3,19154515918,210009
detect,3,19154813960,298008
detect,3,19155036003,222008
detect,3,19155203070,167011
detect,3,19155424154,221010
detect,3,19155595192,171007
detect,3,19155783235,188007
detect,3,19155950301,167007
detect,3,19156191349,241008
detect,3,19156408418,217008
detect,3,19156686457,278007
detect,3,19156933522,247007
detect,3,19157110564,177007
detect,3,19157360613,250007
detect,3,19157523688,163009
detect,3,19157735732,212008
detect,3,19157945799,210009
detect,3,19158202846,257008
detect,3,19158358926,156010
detect,3,19158546965,188008
detect,3,19158836005,289008
detect,3,19159075083,239008
detect,3,19159254153,179009
detect,3,19159499243,245010
detect,3,19159724296,225009
detect,3,19160016368,292010
detect,3,19160273419,257009
detect,3,19160476486,203009
detect,3,19160746524,270008
detect,3,19160997587,251009
detect,3,19161263647,266010
detect,3,19161519725,256009
detect,3,19161775775,256008
detect,3,19161943839,168009
detect,3,19162218888,275009
detect,3,19162473994,255011
detect,3,19162657045,183008
detect,3,19162858114,201010
detect,3,19163046155,188008
detect,3,19163307199,261009
detect,3,19163508280,201010
detect,3,19163781329,273009
detect,3,19163949396,168008
detect,3,19164120446,171009
detect,3,19164303487,183008
detect,3,19164579571,276010
detect,3,19164852634,273009
detect,3,19165106707,254009
detect,3,19165406758,300009
detect,3,19165645827,239010
detect,3,19165839868,194009
detect,3,19166069929,230008
detect,3,19166284977,215008
detect,3,19166567044,282009
detect,3,19166758083,191008
detect,3,19166967146,209009
detect,3,19167148189,181007
detect,3,19167392224,244008
detect,3,19167603295,211011
detect,3,19167832343,229009
detect,3,19167985401,153008
detect,3,19168203447,218009
detect,3,19168434528,231009
detect,3,19168667568,233009
detect,3,19168885631,218007
detect,3,19169143671,258006
detect,3,19169410714,267008
detect,3,19169624783,214008
detect,3,19169811861,187009
detect,3,19170007936,196007
detect,3,19170241986,234007
detect,3,19170467051,225007
detect,3,19170631087,164006
detect,3,19170830123,199008
detect,3,19171018186,188009
detect,3,19171204231,186008
detect,3,19171489293,285010
detect,3,19171709333,220007
detect,3,19171964395,255008
detect,3,19172204441,240007
detect,3,19172482506,278007
detect,3,19172682545,200007
detect,3,19172950611,268009
detect,3,19173142655,192006
detect,3,19173342710,200009
detect,3,19173508776,166008
detect,3,19173800814,292007
detect,3,19173968884,168008
detect,3,19174198934,230009
detect,3,19174378039,179009
detect,3,19174623077,245008
detect,3,19174899117,276008
detect,3,19175102206,203009
detect,3,19175298254,196009
detect,3,19175581318,283009
detect,3,19175866360,285009
detect,3,19176042445,176009
detect,3,19176237515,195011
detect,3,19176391585,154009
detect,3,19176646623,255008
detect,3,19176879664,233008
detect,3,19177080727,201008
detect,3,19177308771,228008
detect,3,19177602834,294008
detect,3,19177827874,225008
detect,3,19178113933,286010
detect,3,19178291069,177014
detect,3,19178557154,266010
detect,3,19178801201,244008
detect,3,19179034312,233010
detect,3,19179325431,291014
detect,3,19179575549,250012
detect,3,19179777598,202009
detect,3,19179958677,181009
detect,3,19180202753,244010
detect,3,19180466841,264009
detect,3,19180628889,162009
detect,3,19180802929,174009
detect,3,19181094998,292009
detect,3,19181328052,233009
detect,3,19181563119,235008
detect,3,19181797166,234008
detect,3,19182020234,223009
detect,3,19182317291,297008
detect,3,19182572360,255008
detect,3,19182764405,192008
detect,3,19182956475,192009
detect,3,19183137530,181009
detect,3,19183364591,227008
detect,3,19183529659,165008
detect,3,19183706696,177007
detect,3,19183887757,181008
detect,3,19184100794,213008
detect,3,19184292840,192009
detect,3,19184553908,261010
detect,3,19184815946,262009
detect,3,19184996006,180009
detect,3,19185168062,172009
detect,3,19185447116,279009
detect,3,19185647195,200010
detect,3,19185845240,198008
detect,3,19186003311,158010
detect,3,19186213363,210009
detect,3,19186369439,156009
detect,3,19186648480,279007
detect,3,19186946519,298009
detect,3,19187097589,151010
detect,3,19187297652,200009
detect,3,19187583720,286009
detect,3,19187813769,230009
detect,3,19188096827,283009
detect,3,19188258879,162008
detect,3,19188411952,153009
detect,3,19188572995,161008
detect,3,19188797038,224009
detect,3,19189094105,297008
detect,3,19189287157,193008
detect,3,19189496223,209009
detect,3,19189659264,163007
detect,3,19189890301,231009
detect,3,19190050391,160010
detect,3,19190216447,166008
detect,3,19190456529,240009
detect,3,19190673589,217009
detect,3,19190867641,194008
detect,3,19191138710,271009
detect,3,19191372776,234009
detect,3,19191618847,246009
detect,3,19191918896,300009
detect,3,19192203968,285010
detect,3,19192463042,259009
detect,3,19192738088,275008
detect,3,19192977156,239008
detect,3,19193214207,237009
detect,3,19193498299,284010
detect,3,19193667349,169008
detect,3,19193915388,248009
detect,3,19194126460,211009
detect,3,19194381511,255009
detect,3,19194559580,178010
detect,3,19194775623,216009
detect,3,19195065690,290009
detect,3,19195220742,155008
detect,3,19195491810,271008
detect,3,19195684861,193009
detect,3,19195914919,230009
detect,3,19196110998,196010
detect,3,19196332051,221009
detect,3,19196508119,176008
detect,3,19196747161,239009
detect,3,19196923228,176008
detect,3,19197113276,190007
detect,3,19197324319,211008
detect,3,19197579386,255008
detect,3,19197742432,163009
detect,3,19197979498,237009
detect,3,19198195550,216009
detect,3,19198393620,198007
detect,3,19198572660,179007
detect,3,19198807698,235009
detect,3,19199006762,199009
detect,3,19199295804,289007
detect,3,19199536870,241009
detect,3,19199728906,192006
detect,3,19199888967,160007
detect,3,19200111003,222006
detect,3,19200292045,181007
detect,3,19200563109,271008
detect,3,19200726144,163007
detect,3,19200991207,265006
detect,3,19201185271,194009
detect,3,19201459315,274008
detect,3,19201652379,193009
detect,3,19201817417,165009
detect,3,19202115476,298008
detect,3,19202279522,164008
detect,3,19202495581,216009
detect,3,19202679619,184008
